Id,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThrSsnPorch,ScreenPorch
134,Gable,CompShg,VinylSd,VinylSd,BrkFace,136,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,Attchd,2001,Fin,2,471,TA,TA,Y,192,25,0,0,0
135,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,Attchd,1968,RFn,2,440,TA,TA,Y,0,96,180,0,0
136,Hip,CompShg,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,Attchd,1970,Unf,2,530,TA,TA,Y,98,0,0,0,0
137,Gable,CompShg,MetalSd,MetalSd,BrkFace,196,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,Attchd,1967,RFn,1,318,TA,TA,Y,0,111,0,0,0
138,Gable,CompShg,VinylSd,VinylSd,BrkFace,70,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,2Types,1989,Unf,3,766,TA,TA,Y,0,0,0,0,0
139,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,Attchd,1999,Fin,3,660,TA,TA,Y,224,106,0,0,0
140,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,Attchd,1997,RFn,2,470,TA,TA,Y,276,99,0,0,0
141,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
142,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,Attchd,2005,Fin,2,660,TA,TA,Y,160,24,0,0,0
143,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,Detchd,2000,Unf,2,720,TA,TA,Y,0,0,0,0,0
144,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,Attchd,1999,RFn,2,577,TA,TA,Y,144,29,0,0,0
145,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,Detchd,1963,Unf,2,504,TA,TA,Y,0,0,0,0,0
146,Gable,CompShg,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Detchd,2004,Unf,2,380,TA,TA,Y,0,40,0,0,0
147,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,Detchd,1931,Unf,1,180,Fa,TA,Y,48,0,0,0,0
148,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,BuiltIn,2001,Fin,2,434,TA,TA,Y,144,48,0,0,0
149,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
150,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,Detchd,1936,Unf,1,240,Fa,TA,Y,200,114,0,0,0
151,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,Attchd,1975,Unf,2,440,TA,TA,Y,0,0,0,0,0
152,Hip,CompShg,VinylSd,VinylSd,Stone,436,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,Attchd,2007,RFn,3,866,TA,TA,Y,0,102,0,0,0
153,Gable,CompShg,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,Attchd,1971,RFn,2,495,TA,TA,Y,0,66,0,0,0
154,Flat,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,Attchd,1960,RFn,2,564,TA,TA,Y,409,0,0,0,0
155,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,Detchd,1923,Unf,1,312,Fa,Fa,Y,0,0,228,0,0
156,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,NA,0,NA,0,0,NA,NA,N,0,8,128,0,0
157,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1950,Unf,2,625,TA,TA,Y,0,0,0,0,0
158,Gable,CompShg,VinylSd,VinylSd,BrkFace,84,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,BuiltIn,2009,Fin,3,680,TA,TA,Y,0,75,0,0,0
159,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,Attchd,2004,RFn,2,678,TA,TA,Y,0,136,0,0,0
160,Gable,CompShg,VinylSd,VinylSd,BrkFace,456,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,Attchd,2006,RFn,2,576,TA,TA,Y,239,132,0,168,0
161,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,No,BLQ,660,Unf,0,572,1232,Attchd,1984,Unf,2,516,TA,TA,Y,0,0,0,0,0
162,Gable,CompShg,VinylSd,VinylSd,BrkFace,664,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,Unf,0,556,1572,BuiltIn,2003,Fin,3,726,TA,TA,Y,400,0,0,0,0
163,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,Attchd,2005,RFn,2,532,TA,TA,Y,0,70,0,0,0
164,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,882,882,NA,0,NA,0,0,NA,NA,Y,0,0,0,0,0
165,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,0,779,1149,Detchd,1926,Unf,1,216,TA,TA,Y,0,0,183,0,0
166,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,ALQ,351,Rec,181,112,644,NA,0,NA,0,0,NA,NA,Y,140,0,0,0,0
167,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,LwQ,379,BLQ,768,470,1617,Attchd,1955,Fin,1,303,TA,TA,Y,476,0,0,0,142
168,Gable,CompShg,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,0,294,1582,Attchd,2007,Fin,3,789,TA,TA,Y,178,120,0,0,0
169,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Attchd,2004,Fin,2,440,TA,TA,Y,100,48,0,0,0
170,Hip,WdShake,Plywood,Plywood,BrkFace,653,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1686,1686,Attchd,1981,RFn,2,511,TA,TA,Y,574,64,0,0,0
171,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,360,Unf,0,360,720,Detchd,1991,Unf,2,660,TA,TA,Y,237,0,0,0,0
172,Hip,CompShg,BrkFace,Plywood,Stone,112,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,Attchd,1960,Fin,2,528,TA,TA,P,210,62,0,0,0
173,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,215,354,1064,Attchd,1987,RFn,2,504,Gd,TA,Y,441,35,0,0,0
174,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,374,700,1362,Attchd,1961,Unf,2,504,TA,TA,Y,0,20,0,0,0
175,Gable,CompShg,VinylSd,Plywood,Stone,132,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,LwQ,208,0,1606,Attchd,1986,Fin,2,616,TA,TA,Y,192,0,0,0,0
176,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,Attchd,1950,Unf,2,576,TA,TA,Y,0,29,39,0,0
177,Gable,CompShg,Plywood,Plywood,BrkFace,268,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,0,320,1151,Attchd,1988,Unf,2,521,TA,TA,Y,0,228,0,0,192
178,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,441,554,1052,Attchd,1958,Unf,2,451,TA,TA,Y,0,0,0,0,0
179,Hip,CompShg,VinylSd,VinylSd,Stone,748,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,0,312,2216,Attchd,2009,Fin,3,1166,TA,TA,Y,0,60,0,0,0
180,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,968,968,Detchd,1935,Unf,2,480,Fa,TA,N,0,0,184,0,0
181,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,Detchd,2000,Unf,2,440,TA,TA,Y,0,0,0,0,0
182,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,Detchd,1920,Unf,1,216,Fa,TA,Y,0,0,40,0,0
183,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98,TA,TA,PConc,NA,NA,NA,NA,0,NA,0,0,0,Attchd,1957,RFn,1,252,TA,TA,Y,116,0,0,180,0
184,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,Detchd,2003,Unf,2,484,TA,TA,N,280,238,0,0,0
185,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,Attchd,1986,Unf,2,576,TA,TA,Y,104,0,0,0,0
186,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,Detchd,1993,Unf,3,840,Ex,TA,Y,0,260,0,0,410
187,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,Attchd,1990,Unf,2,497,TA,TA,Y,168,27,0,0,0
188,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,Detchd,1916,Unf,1,180,Fa,Fa,N,0,0,0,140,0
189,Gable,CompShg,Plywood,Plywood,Stone,275,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,Detchd,1979,Unf,2,528,TA,TA,Y,120,0,0,0,0
190,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,Attchd,2001,Fin,2,682,TA,TA,Y,0,120,0,0,224
191,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,Detchd,1932,Unf,2,440,TA,TA,Y,0,74,0,0,0
192,Gable,CompShg,HdBoard,HdBoard,BrkFace,138,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,Attchd,1972,Fin,2,484,TA,TA,Y,0,32,0,0,0
193,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,Attchd,1999,Fin,2,666,TA,TA,Y,0,35,0,0,0
194,Gable,CompShg,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Detchd,2004,Unf,2,380,TA,TA,Y,0,40,0,0,0
195,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,Detchd,1989,Unf,1,352,TA,TA,Y,0,0,0,0,0
196,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,Attchd,1976,Unf,2,440,TA,TA,Y,87,0,0,0,0
197,Hip,CompShg,CemntBd,CmentBd,Stone,205,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,Attchd,2007,Fin,3,786,TA,TA,Y,171,138,0,0,266
198,Gable,CompShg,Stucco,Stucco,None,0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Detchd,1918,Unf,2,795,TA,TA,Y,0,16,552,0,0
199,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,NA,0,NA,0,0,NA,NA,Y,0,198,30,0,0
200,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,Attchd,2004,Fin,3,856,TA,TA,Y,0,26,0,0,170
201,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,Attchd,2003,RFn,2,440,TA,TA,Y,132,64,0,0,0
202,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,Detchd,1980,Unf,2,473,TA,TA,Y,238,83,0,0,0
203,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,Attchd,1924,Unf,1,398,TA,TA,Y,0,0,126,0,0
204,Gable,CompShg,VinylSd,VinylSd,BrkFace,205,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,Attchd,2004,RFn,2,420,TA,TA,Y,149,0,0,0,0
205,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,Detchd,1948,Unf,1,240,TA,TA,Y,0,35,0,0,0
206,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1424,1424,Attchd,1990,RFn,2,500,TA,TA,Y,0,34,0,508,0
207,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,Attchd,1962,RFn,1,349,TA,TA,Y,0,30,0,0,0
208,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,1100,Attchd,1960,RFn,1,312,TA,TA,Y,355,0,0,0,0
209,Gable,CompShg,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,Attchd,1988,Fin,2,454,TA,TA,Y,60,55,0,0,154
210,Hip,CompShg,HdBoard,HdBoard,Stone,260,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,Attchd,1964,RFn,2,504,TA,Gd,Y,0,0,0,0,0
211,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,NA,0,NA,0,0,NA,NA,Y,0,0,96,0,0
212,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,Attchd,2009,RFn,2,460,TA,TA,Y,100,22,0,0,0
213,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,Attchd,2009,RFn,2,644,TA,TA,Y,168,108,0,0,0
214,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,Attchd,1996,Unf,2,576,TA,TA,Y,224,0,0,0,0
215,Gable,CompShg,HdBoard,HdBoard,BrkFace,153,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,Attchd,1977,Fin,1,299,TA,TA,Y,0,36,0,0,0
216,Gable,CompShg,HdBoard,HdBoard,BrkFace,64,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,Attchd,1957,Unf,1,447,TA,TA,Y,0,0,0,0,0
217,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,Attchd,2004,Unf,2,484,TA,TA,Y,139,98,0,0,0
218,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,Detchd,1940,Unf,1,210,TA,TA,Y,0,172,60,0,0
219,Gable,CompShg,VinylSd,VinylSd,BrkFace,312,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,Attchd,1939,Unf,2,431,TA,TA,Y,0,119,150,0,0
220,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,Attchd,2005,Fin,2,438,TA,TA,Y,108,0,0,0,0
221,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,Attchd,2006,RFn,2,675,TA,TA,Y,351,33,0,0,0
222,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,BuiltIn,2002,RFn,2,390,TA,TA,Y,120,46,0,0,0
223,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,Attchd,1975,RFn,2,434,TA,TA,Y,209,208,0,0,0
224,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,Detchd,1989,Unf,2,576,TA,TA,Y,216,0,0,0,0
225,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Attchd,2003,Fin,3,968,TA,TA,Y,248,105,0,0,0
226,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,Detchd,1991,Unf,1,280,TA,TA,Y,0,0,0,0,0
227,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,Attchd,1995,RFn,3,721,TA,TA,Y,224,114,0,0,0
228,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,Detchd,1987,Unf,1,280,TA,TA,Y,0,0,0,0,0
229,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,842,Unf,0,70,912,Detchd,1974,Unf,1,336,TA,TA,Y,0,0,0,0,0
230,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,Attchd,2005,Fin,2,430,TA,TA,Y,143,20,0,0,0
231,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,Attchd,1959,RFn,1,312,TA,TA,Y,0,0,120,0,0
232,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,Attchd,1995,Fin,3,810,TA,TA,Y,0,146,202,0,0
233,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,Attchd,1972,Unf,1,288,TA,TA,Y,0,0,0,0,0
234,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,Attchd,1976,Unf,1,308,TA,TA,Y,365,0,0,0,0
235,Gable,CompShg,VinylSd,VinylSd,NA,0,Gd,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,BuiltIn,2002,Fin,2,440,TA,TA,Y,288,48,0,0,0
236,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,TA,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0
237,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,Attchd,2004,RFn,2,494,TA,TA,Y,132,105,0,0,0
238,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,Attchd,1993,RFn,2,457,TA,TA,Y,370,70,0,238,0
239,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,Attchd,2007,Fin,3,818,TA,TA,Y,168,228,0,0,0
240,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,Detchd,1949,Unf,1,220,TA,TA,Y,0,140,0,0,0
241,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,Attchd,2008,RFn,2,750,TA,TA,Y,144,168,0,0,0
242,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,NA,0,NA,0,0,NA,NA,Y,58,42,0,0,0
243,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,Attchd,1940,Unf,1,352,Fa,TA,Y,0,0,77,0,0
244,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,Attchd,1980,RFn,1,288,TA,TA,Y,0,28,0,0,0
245,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,Attchd,1994,RFn,2,463,TA,TA,Y,0,130,0,0,0
246,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,Attchd,1988,Fin,2,604,TA,TA,Y,197,39,0,0,0
247,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Fa,Stone,Fa,TA,No,Unf,0,Unf,0,1020,1020,Detchd,1910,Unf,1,440,Po,Po,Y,0,60,112,0,0
248,Hip,CompShg,Wd Sdng,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,Attchd,1954,Unf,2,451,TA,TA,Y,0,30,0,0,0
249,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Attchd,2003,RFn,2,500,TA,TA,Y,144,68,0,0,0
250,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472,Gd,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,Attchd,1958,Fin,2,389,TA,TA,Y,0,98,0,0,0
251,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,NA,0,NA,0,0,NA,NA,Y,263,0,0,0,0
252,Hip,CompShg,VinylSd,VinylSd,Stone,481,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,Attchd,2006,Fin,2,538,TA,TA,Y,123,0,0,0,153
253,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Attchd,2004,RFn,2,520,TA,TA,Y,138,45,0,0,0
254,Hip,CompShg,HdBoard,HdBoard,BrkFace,108,TA,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,Attchd,1964,RFn,1,309,TA,TA,Y,333,0,0,0,0
255,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,Attchd,1957,RFn,1,294,TA,TA,Y,250,0,0,0,0
256,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,BuiltIn,1999,Fin,2,429,TA,TA,Y,192,0,0,0,0
257,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,Attchd,2003,RFn,2,673,TA,TA,Y,216,56,0,0,0
258,Gable,CompShg,VinylSd,VinylSd,Stone,180,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,Attchd,2006,RFn,2,660,TA,TA,Y,123,110,0,0,0
259,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,Attchd,2001,RFn,2,564,TA,TA,Y,0,96,0,245,0
260,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,PConc,NA,NA,NA,NA,0,NA,0,0,0,Detchd,1956,Unf,1,308,TA,TA,Y,0,45,0,0,0
261,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399,TA,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,Attchd,1991,Unf,2,884,TA,TA,Y,0,0,252,0,0
262,Gable,CompShg,CemntBd,CmentBd,Stone,270,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,BuiltIn,2007,Fin,3,868,TA,TA,Y,0,148,0,0,0
263,Gable,CompShg,HdBoard,Plywood,BrkFace,46,TA,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,Attchd,1978,Unf,2,492,TA,TA,Y,292,12,0,0,0
264,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,Detchd,1974,Unf,2,484,TA,TA,Y,0,0,0,0,0
265,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,Detchd,1965,Unf,2,504,TA,TA,N,0,0,0,0,0
266,Gable,CompShg,MetalSd,MetalSd,BrkFace,210,TA,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,Attchd,1981,Fin,2,576,TA,TA,Y,276,0,0,0,0
267,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,Attchd,1997,Fin,2,413,TA,TA,Y,95,75,0,0,0
268,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,Detchd,1939,Unf,1,240,TA,TA,Y,262,24,0,0,0
